MPCt-12,MPCt-11,MPCt-10,MPCt-9,MPCt-8,MPCt-7,MPCt-6,MPCt-5,MPCt-4,MPCt-3,MPCt-2,MPCt-1
4.067027027,3.914069775,4.546488073,3.509387612,3.548387097,6.889411603,5.857740586,3.268845897,4.290797346,4.032258065,3.448275862,3.847140292
3.914069775,4.546488073,3.509387612,3.548387097,6.889411603,5.857740586,3.268845897,4.290797346,4.032258065,3.448275862,3.847140292,4.166666667
4.546488073,3.509387612,3.548387097,6.889411603,5.857740586,3.268845897,4.290797346,4.032258065,3.448275862,3.847140292,4.166666667,6.675567423
3.509387612,3.548387097,6.889411603,5.857740586,3.268845897,4.290797346,4.032258065,3.448275862,3.847140292,4.166666667,6.675567423,3.572704537
3.548387097,6.889411603,5.857740586,3.268845897,4.290797346,4.032258065,3.448275862,3.847140292,4.166666667,6.675567423,3.572704537,4.425210601
6.889411603,5.857740586,3.268845897,4.290797346,4.032258065,3.448275862,3.847140292,4.166666667,6.675567423,3.572704537,4.425210601,4.00160064
5.857740586,3.268845897,4.290797346,4.032258065,3.448275862,3.847140292,4.166666667,6.675567423,3.572704537,4.425210601,4.00160064,3.265306122
3.268845897,4.290797346,4.032258065,3.448275862,3.847140292,4.166666667,6.675567423,3.572704537,4.425210601,4.00160064,3.265306122,3.573981415
4.290797346,4.032258065,3.448275862,3.847140292,4.166666667,6.675567423,3.572704537,4.425210601,4.00160064,3.265306122,3.573981415,5.217092902
4.032258065,3.448275862,3.847140292,4.166666667,6.675567423,3.572704537,4.425210601,4.00160064,3.265306122,3.573981415,5.217092902,5.889281508
3.448275862,3.847140292,4.166666667,6.675567423,3.572704537,4.425210601,4.00160064,3.265306122,3.573981415,5.217092902,5.889281508,3.700850311
3.847140292,4.166666667,6.675567423,3.572704537,4.425210601,4.00160064,3.265306122,3.573981415,5.217092902,5.889281508,3.700850311,4.753833714
4.166666667,6.675567423,3.572704537,4.425210601,4.00160064,3.265306122,3.573981415,5.217092902,5.889281508,3.700850311,4.753833714,3.721287765
6.675567423,3.572704537,4.425210601,4.00160064,3.265306122,3.573981415,5.217092902,5.889281508,3.700850311,4.753833714,3.721287765,3.22684737
3.572704537,4.425210601,4.00160064,3.265306122,3.573981415,5.217092902,5.889281508,3.700850311,4.753833714,3.721287765,3.22684737,3.50877193
4.425210601,4.00160064,3.265306122,3.573981415,5.217092902,5.889281508,3.700850311,4.753833714,3.721287765,3.22684737,3.50877193,4.200014668
4.00160064,3.265306122,3.573981415,5.217092902,5.889281508,3.700850311,4.753833714,3.721287765,3.22684737,3.50877193,4.200014668,5.018828478
3.265306122,3.573981415,5.217092902,5.889281508,3.700850311,4.753833714,3.721287765,3.22684737,3.50877193,4.200014668,5.018828478,3.174603175
3.573981415,5.217092902,5.889281508,3.700850311,4.753833714,3.721287765,3.22684737,3.50877193,4.200014668,5.018828478,3.174603175,5.011679457
5.217092902,5.889281508,3.700850311,4.753833714,3.721287765,3.22684737,3.50877193,4.200014668,5.018828478,3.174603175,5.011679457,3.22684737
5.889281508,3.700850311,4.753833714,3.721287765,3.22684737,3.50877193,4.200014668,5.018828478,3.174603175,5.011679457,3.22684737,3.134796238
3.700850311,4.753833714,3.721287765,3.22684737,3.50877193,4.200014668,5.018828478,3.174603175,5.011679457,3.22684737,3.134796238,3.818181818
4.753833714,3.721287765,3.22684737,3.50877193,4.200014668,5.018828478,3.174603175,5.011679457,3.22684737,3.134796238,3.818181818,4.055314136
3.721287765,3.22684737,3.50877193,4.200014668,5.018828478,3.174603175,5.011679457,3.22684737,3.134796238,3.818181818,4.055314136,6.257822278
3.22684737,3.50877193,4.200014668,5.018828478,3.174603175,5.011679457,3.22684737,3.134796238,3.818181818,4.055314136,6.257822278,3.090909091
3.50877193,4.200014668,5.018828478,3.174603175,5.011679457,3.22684737,3.134796238,3.818181818,4.055314136,6.257822278,3.090909091,5.738460499
4.200014668,5.018828478,3.174603175,5.011679457,3.22684737,3.134796238,3.818181818,4.055314136,6.257822278,3.090909091,5.738460499,3.227888961
5.018828478,3.174603175,5.011679457,3.22684737,3.134796238,3.818181818,4.055314136,6.257822278,3.090909091,5.738460499,3.227888961,3.229278794
3.174603175,5.011679457,3.22684737,3.134796238,3.818181818,4.055314136,6.257822278,3.090909091,5.738460499,3.227888961,3.229278794,3.793103448
5.011679457,3.22684737,3.134796238,3.818181818,4.055314136,6.257822278,3.090909091,5.738460499,3.227888961,3.229278794,3.793103448,4.170141785
3.22684737,3.134796238,3.818181818,4.055314136,6.257822278,3.090909091,5.738460499,3.227888961,3.229278794,3.793103448,4.170141785,5.355048041
3.134796238,3.818181818,4.055314136,6.257822278,3.090909091,5.738460499,3.227888961,3.229278794,3.793103448,4.170141785,5.355048041,3.104813503
3.818181818,4.055314136,6.257822278,3.090909091,5.738460499,3.227888961,3.229278794,3.793103448,4.170141785,5.355048041,3.104813503,4.545204378
4.055314136,6.257822278,3.090909091,5.738460499,3.227888961,3.229278794,3.793103448,4.170141785,5.355048041,3.104813503,4.545204378,3.125126181
6.257822278,3.090909091,5.738460499,3.227888961,3.229278794,3.793103448,4.170141785,5.355048041,3.104813503,4.545204378,3.125126181,3.227888961
3.090909091,5.738460499,3.227888961,3.229278794,3.793103448,4.170141785,5.355048041,3.104813503,4.545204378,3.125126181,3.227888961,3.795883362
5.738460499,3.227888961,3.229278794,3.793103448,4.170141785,5.355048041,3.104813503,4.545204378,3.125126181,3.227888961,3.795883362,4.173110048
3.227888961,3.229278794,3.793103448,4.170141785,5.355048041,3.104813503,4.545204378,3.125126181,3.227888961,3.795883362,4.173110048,5.416881153
3.229278794,3.793103448,4.170141785,5.355048041,3.104813503,4.545204378,3.125126181,3.227888961,3.795883362,4.173110048,5.416881153,3.193373721
3.793103448,4.170141785,5.355048041,3.104813503,4.545204378,3.125126181,3.227888961,3.795883362,4.173110048,5.416881153,3.193373721,4.107400017
4.170141785,5.355048041,3.104813503,4.545204378,3.125126181,3.227888961,3.795883362,4.173110048,5.416881153,3.193373721,4.107400017,3.572704537
5.355048041,3.104813503,4.545204378,3.125126181,3.227888961,3.795883362,4.173110048,5.416881153,3.193373721,4.107400017,3.572704537,3.227888961
3.104813503,4.545204378,3.125126181,3.227888961,3.795883362,4.173110048,5.416881153,3.193373721,4.107400017,3.572704537,3.227888961,3.664484147
4.545204378,3.125126181,3.227888961,3.795883362,4.173110048,5.416881153,3.193373721,4.107400017,3.572704537,3.227888961,3.664484147,4.183862453
3.125126181,3.227888961,3.795883362,4.173110048,5.416881153,3.193373721,4.107400017,3.572704537,3.227888961,3.664484147,4.183862453,5.714285714
3.227888961,3.795883362,4.173110048,5.416881153,3.193373721,4.107400017,3.572704537,3.227888961,3.664484147,4.183862453,5.714285714,3.204272363
3.795883362,4.173110048,5.416881153,3.193373721,4.107400017,3.572704537,3.227888961,3.664484147,4.183862453,5.714285714,3.204272363,4.009814666
4.173110048,5.416881153,3.193373721,4.107400017,3.572704537,3.227888961,3.664484147,4.183862453,5.714285714,3.204272363,4.009814666,3.484998426
5.416881153,3.193373721,4.107400017,3.572704537,3.227888961,3.664484147,4.183862453,5.714285714,3.204272363,4.009814666,3.484998426,3.196176905
3.193373721,4.107400017,3.572704537,3.227888961,3.664484147,4.183862453,5.714285714,3.204272363,4.009814666,3.484998426,3.196176905,3.584229391
4.107400017,3.572704537,3.227888961,3.664484147,4.183862453,5.714285714,3.204272363,4.009814666,3.484998426,3.196176905,3.584229391,4.366812227
3.572704537,3.227888961,3.664484147,4.183862453,5.714285714,3.204272363,4.009814666,3.484998426,3.196176905,3.584229391,4.366812227,5.439189189
3.227888961,3.664484147,4.183862453,5.714285714,3.204272363,4.009814666,3.484998426,3.196176905,3.584229391,4.366812227,5.439189189,3.053013289
3.664484147,4.183862453,5.714285714,3.204272363,4.009814666,3.484998426,3.196176905,3.584229391,4.366812227,5.439189189,3.053013289,4.472764957
4.183862453,5.714285714,3.204272363,4.009814666,3.484998426,3.196176905,3.584229391,4.366812227,5.439189189,3.053013289,4.472764957,3.379213527
5.714285714,3.204272363,4.009814666,3.484998426,3.196176905,3.584229391,4.366812227,5.439189189,3.053013289,4.472764957,3.379213527,3.13528774
3.204272363,4.009814666,3.484998426,3.196176905,3.584229391,4.366812227,5.439189189,3.053013289,4.472764957,3.379213527,3.13528774,3.717472119
4.009814666,3.484998426,3.196176905,3.584229391,4.366812227,5.439189189,3.053013289,4.472764957,3.379213527,3.13528774,3.717472119,4.004008016
3.484998426,3.196176905,3.584229391,4.366812227,5.439189189,3.053013289,4.472764957,3.379213527,3.13528774,3.717472119,4.004008016,5.459226661
3.196176905,3.584229391,4.366812227,5.439189189,3.053013289,4.472764957,3.379213527,3.13528774,3.717472119,4.004008016,5.459226661,3.126954346
3.584229391,4.366812227,5.439189189,3.053013289,4.472764957,3.379213527,3.13528774,3.717472119,4.004008016,5.459226661,3.126954346,5.088842322
4.366812227,5.439189189,3.053013289,4.472764957,3.379213527,3.13528774,3.717472119,4.004008016,5.459226661,3.126954346,5.088842322,3.448870597
5.439189189,3.053013289,4.472764957,3.379213527,3.13528774,3.717472119,4.004008016,5.459226661,3.126954346,5.088842322,3.448870597,3.253424658
3.053013289,4.472764957,3.379213527,3.13528774,3.717472119,4.004008016,5.459226661,3.126954346,5.088842322,3.448870597,3.253424658,3.511142722
4.472764957,3.379213527,3.13528774,3.717472119,4.004008016,5.459226661,3.126954346,5.088842322,3.448870597,3.253424658,3.511142722,4.8672303
3.379213527,3.13528774,3.717472119,4.004008016,5.459226661,3.126954346,5.088842322,3.448870597,3.253424658,3.511142722,4.8672303,5.257142857
3.13528774,3.717472119,4.004008016,5.459226661,3.126954346,5.088842322,3.448870597,3.253424658,3.511142722,4.8672303,5.257142857,3.333333333
3.717472119,4.004008016,5.459226661,3.126954346,5.088842322,3.448870597,3.253424658,3.511142722,4.8672303,5.257142857,3.333333333,5.246676738
4.004008016,5.459226661,3.126954346,5.088842322,3.448870597,3.253424658,3.511142722,4.8672303,5.257142857,3.333333333,5.246676738,3.571428571
5.459226661,3.126954346,5.088842322,3.448870597,3.253424658,3.511142722,4.8672303,5.257142857,3.333333333,5.246676738,3.571428571,3.472222222
3.126954346,5.088842322,3.448870597,3.253424658,3.511142722,4.8672303,5.257142857,3.333333333,5.246676738,3.571428571,3.472222222,3.584229391
5.088842322,3.448870597,3.253424658,3.511142722,4.8672303,5.257142857,3.333333333,5.246676738,3.571428571,3.472222222,3.584229391,4.893515195
3.448870597,3.253424658,3.511142722,4.8672303,5.257142857,3.333333333,5.246676738,3.571428571,3.472222222,3.584229391,4.893515195,5.555555556
3.253424658,3.511142722,4.8672303,5.257142857,3.333333333,5.246676738,3.571428571,3.472222222,3.584229391,4.893515195,5.555555556,3.806662041
3.511142722,4.8672303,5.257142857,3.333333333,5.246676738,3.571428571,3.472222222,3.584229391,4.893515195,5.555555556,3.806662041,3.611517777
4.8672303,5.257142857,3.333333333,5.246676738,3.571428571,3.472222222,3.584229391,4.893515195,5.555555556,3.806662041,3.611517777,4.354066986
5.257142857,3.333333333,5.246676738,3.571428571,3.472222222,3.584229391,4.893515195,5.555555556,3.806662041,3.611517777,4.354066986,3.226587099
3.333333333,5.246676738,3.571428571,3.472222222,3.584229391,4.893515195,5.555555556,3.806662041,3.611517777,4.354066986,3.226587099,3.691308252
5.246676738,3.571428571,3.472222222,3.584229391,4.893515195,5.555555556,3.806662041,3.611517777,4.354066986,3.226587099,3.691308252,5.714285714
3.571428571,3.472222222,3.584229391,4.893515195,5.555555556,3.806662041,3.611517777,4.354066986,3.226587099,3.691308252,5.714285714,5.520938018
3.472222222,3.584229391,4.893515195,5.555555556,3.806662041,3.611517777,4.354066986,3.226587099,3.691308252,5.714285714,5.520938018,3.584229391
3.584229391,4.893515195,5.555555556,3.806662041,3.611517777,4.354066986,3.226587099,3.691308252,5.714285714,5.520938018,3.584229391,5.530819712
4.893515195,5.555555556,3.806662041,3.611517777,4.354066986,3.226587099,3.691308252,5.714285714,5.520938018,3.584229391,5.530819712,4.109589041
5.555555556,3.806662041,3.611517777,4.354066986,3.226587099,3.691308252,5.714285714,5.520938018,3.584229391,5.530819712,4.109589041,3.130875292
3.806662041,3.611517777,4.354066986,3.226587099,3.691308252,5.714285714,5.520938018,3.584229391,5.530819712,4.109589041,3.130875292,3.51000351
3.611517777,4.354066986,3.226587099,3.691308252,5.714285714,5.520938018,3.584229391,5.530819712,4.109589041,3.130875292,3.51000351,3.669724771
4.354066986,3.226587099,3.691308252,5.714285714,5.520938018,3.584229391,5.530819712,4.109589041,3.130875292,3.51000351,3.669724771,5.916800272
3.226587099,3.691308252,5.714285714,5.520938018,3.584229391,5.530819712,4.109589041,3.130875292,3.51000351,3.669724771,5.916800272,3.449465743
3.691308252,5.714285714,5.520938018,3.584229391,5.530819712,4.109589041,3.130875292,3.51000351,3.669724771,5.916800272,3.449465743,5.685617412
5.714285714,5.520938018,3.584229391,5.530819712,4.109589041,3.130875292,3.51000351,3.669724771,5.916800272,3.449465743,5.685617412,3.689207799
5.520938018,3.584229391,5.530819712,4.109589041,3.130875292,3.51000351,3.669724771,5.916800272,3.449465743,5.685617412,3.689207799,3.085454545
3.584229391,5.530819712,4.109589041,3.130875292,3.51000351,3.669724771,5.916800272,3.449465743,5.685617412,3.689207799,3.085454545,3.334444815
5.530819712,4.109589041,3.130875292,3.51000351,3.669724771,5.916800272,3.449465743,5.685617412,3.689207799,3.085454545,3.334444815,4.026666667
4.109589041,3.130875292,3.51000351,3.669724771,5.916800272,3.449465743,5.685617412,3.689207799,3.085454545,3.334444815,4.026666667,4.558472554
3.130875292,3.51000351,3.669724771,5.916800272,3.449465743,5.685617412,3.689207799,3.085454545,3.334444815,4.026666667,4.558472554,2.912621359
3.51000351,3.669724771,5.916800272,3.449465743,5.685617412,3.689207799,3.085454545,3.334444815,4.026666667,4.558472554,2.912621359,3.152224723
3.669724771,5.916800272,3.449465743,5.685617412,3.689207799,3.085454545,3.334444815,4.026666667,4.558472554,2.912621359,3.152224723,3.290322581
5.916800272,3.449465743,5.685617412,3.689207799,3.085454545,3.334444815,4.026666667,4.558472554,2.912621359,3.152224723,3.290322581,3.076923077
3.449465743,5.685617412,3.689207799,3.085454545,3.334444815,4.026666667,4.558472554,2.912621359,3.152224723,3.290322581,3.076923077,3.150152039
5.685617412,3.689207799,3.085454545,3.334444815,4.026666667,4.558472554,2.912621359,3.152224723,3.290322581,3.076923077,3.150152039,3.158559697
3.689207799,3.085454545,3.334444815,4.026666667,4.558472554,2.912621359,3.152224723,3.290322581,3.076923077,3.150152039,3.158559697,4.906440183
3.085454545,3.334444815,4.026666667,4.558472554,2.912621359,3.152224723,3.290322581,3.076923077,3.150152039,3.158559697,4.906440183,2.942907593
3.334444815,4.026666667,4.558472554,2.912621359,3.152224723,3.290322581,3.076923077,3.150152039,3.158559697,4.906440183,2.942907593,3.379099914
4.026666667,4.558472554,2.912621359,3.152224723,3.290322581,3.076923077,3.150152039,3.158559697,4.906440183,2.942907593,3.379099914,3.056597874
4.558472554,2.912621359,3.152224723,3.290322581,3.076923077,3.150152039,3.158559697,4.906440183,2.942907593,3.379099914,3.056597874,3.030915336
2.912621359,3.152224723,3.290322581,3.076923077,3.150152039,3.158559697,4.906440183,2.942907593,3.379099914,3.056597874,3.030915336,3.437168305
3.152224723,3.290322581,3.076923077,3.150152039,3.158559697,4.906440183,2.942907593,3.379099914,3.056597874,3.030915336,3.437168305,3.573981415
3.290322581,3.076923077,3.150152039,3.158559697,4.906440183,2.942907593,3.379099914,3.056597874,3.030915336,3.437168305,3.573981415,4.46144222
3.076923077,3.150152039,3.158559697,4.906440183,2.942907593,3.379099914,3.056597874,3.030915336,3.437168305,3.573981415,4.46144222,3.076923077
3.150152039,3.158559697,4.906440183,2.942907593,3.379099914,3.056597874,3.030915336,3.437168305,3.573981415,4.46144222,3.076923077,3.594203682
3.158559697,4.906440183,2.942907593,3.379099914,3.056597874,3.030915336,3.437168305,3.573981415,4.46144222,3.076923077,3.594203682,3.142857143
4.906440183,2.942907593,3.379099914,3.056597874,3.030915336,3.437168305,3.573981415,4.46144222,3.076923077,3.594203682,3.142857143,3.06872375
2.942907593,3.379099914,3.056597874,3.030915336,3.437168305,3.573981415,4.46144222,3.076923077,3.594203682,3.142857143,3.06872375,3.334074239
3.379099914,3.056597874,3.030915336,3.437168305,3.573981415,4.46144222,3.076923077,3.594203682,3.142857143,3.06872375,3.334074239,3.818240011
3.056597874,3.030915336,3.437168305,3.573981415,4.46144222,3.076923077,3.594203682,3.142857143,3.06872375,3.334074239,3.818240011,5.584585571
3.030915336,3.437168305,3.573981415,4.46144222,3.076923077,3.594203682,3.142857143,3.06872375,3.334074239,3.818240011,5.584585571,3.111802777
3.437168305,3.573981415,4.46144222,3.076923077,3.594203682,3.142857143,3.06872375,3.334074239,3.818240011,5.584585571,3.111802777,4.533218156
3.573981415,4.46144222,3.076923077,3.594203682,3.142857143,3.06872375,3.334074239,3.818240011,5.584585571,3.111802777,4.533218156,3.011626702
4.46144222,3.076923077,3.594203682,3.142857143,3.06872375,3.334074239,3.818240011,5.584585571,3.111802777,4.533218156,3.011626702,3.043478261
3.076923077,3.594203682,3.142857143,3.06872375,3.334074239,3.818240011,5.584585571,3.111802777,4.533218156,3.011626702,3.043478261,3.344481605
3.594203682,3.142857143,3.06872375,3.334074239,3.818240011,5.584585571,3.111802777,4.533218156,3.011626702,3.043478261,3.344481605,4.311377246
3.142857143,3.06872375,3.334074239,3.818240011,5.584585571,3.111802777,4.533218156,3.011626702,3.043478261,3.344481605,4.311377246,5.13478819
3.06872375,3.334074239,3.818240011,5.584585571,3.111802777,4.533218156,3.011626702,3.043478261,3.344481605,4.311377246,5.13478819,3.06441526
3.334074239,3.818240011,5.584585571,3.111802777,4.533218156,3.011626702,3.043478261,3.344481605,4.311377246,5.13478819,3.06441526,4.176732828
3.818240011,5.584585571,3.111802777,4.533218156,3.011626702,3.043478261,3.344481605,4.311377246,5.13478819,3.06441526,4.176732828,3.226977537
5.584585571,3.111802777,4.533218156,3.011626702,3.043478261,3.344481605,4.311377246,5.13478819,3.06441526,4.176732828,3.226977537,3.06795528
3.111802777,4.533218156,3.011626702,3.043478261,3.344481605,4.311377246,5.13478819,3.06441526,4.176732828,3.226977537,3.06795528,3.693931398
4.533218156,3.011626702,3.043478261,3.344481605,4.311377246,5.13478819,3.06441526,4.176732828,3.226977537,3.06795528,3.693931398,4.366812227
3.011626702,3.043478261,3.344481605,4.311377246,5.13478819,3.06441526,4.176732828,3.226977537,3.06795528,3.693931398,4.366812227,5.147759771
3.043478261,3.344481605,4.311377246,5.13478819,3.06441526,4.176732828,3.226977537,3.06795528,3.693931398,4.366812227,5.147759771,3.126954346
3.344481605,4.311377246,5.13478819,3.06441526,4.176732828,3.226977537,3.06795528,3.693931398,4.366812227,5.147759771,3.126954346,3.805822833
4.311377246,5.13478819,3.06441526,4.176732828,3.226977537,3.06795528,3.693931398,4.366812227,5.147759771,3.126954346,3.805822833,3.226673837
5.13478819,3.06441526,4.176732828,3.226977537,3.06795528,3.693931398,4.366812227,5.147759771,3.126954346,3.805822833,3.226673837,3.043478261
3.06441526,4.176732828,3.226977537,3.06795528,3.693931398,4.366812227,5.147759771,3.126954346,3.805822833,3.226673837,3.043478261,3.598971722
4.176732828,3.226977537,3.06795528,3.693931398,4.366812227,5.147759771,3.126954346,3.805822833,3.226673837,3.043478261,3.598971722,3.847633705
3.226977537,3.06795528,3.693931398,4.366812227,5.147759771,3.126954346,3.805822833,3.226673837,3.043478261,3.598971722,3.847633705,5.120481928
3.06795528,3.693931398,4.366812227,5.147759771,3.126954346,3.805822833,3.226673837,3.043478261,3.598971722,3.847633705,5.120481928,3.228149484
3.693931398,4.366812227,5.147759771,3.126954346,3.805822833,3.226673837,3.043478261,3.598971722,3.847633705,5.120481928,3.228149484,3.66814426
4.366812227,5.147759771,3.126954346,3.805822833,3.226673837,3.043478261,3.598971722,3.847633705,5.120481928,3.228149484,3.66814426,3.059701493
5.147759771,3.126954346,3.805822833,3.226673837,3.043478261,3.598971722,3.847633705,5.120481928,3.228149484,3.66814426,3.059701493,3.003003003
3.126954346,3.805822833,3.226673837,3.043478261,3.598971722,3.847633705,5.120481928,3.228149484,3.66814426,3.059701493,3.003003003,3.334444815
3.805822833,3.226673837,3.043478261,3.598971722,3.847633705,5.120481928,3.228149484,3.66814426,3.059701493,3.003003003,3.334444815,3.733455763
3.226673837,3.043478261,3.598971722,3.847633705,5.120481928,3.228149484,3.66814426,3.059701493,3.003003003,3.334444815,3.733455763,5.28447987
3.043478261,3.598971722,3.847633705,5.120481928,3.228149484,3.66814426,3.059701493,3.003003003,3.334444815,3.733455763,5.28447987,3.039513678
3.598971722,3.847633705,5.120481928,3.228149484,3.66814426,3.059701493,3.003003003,3.334444815,3.733455763,5.28447987,3.039513678,3.631344244
3.847633705,5.120481928,3.228149484,3.66814426,3.059701493,3.003003003,3.334444815,3.733455763,5.28447987,3.039513678,3.631344244,3.031221582
5.120481928,3.228149484,3.66814426,3.059701493,3.003003003,3.334444815,3.733455763,5.28447987,3.039513678,3.631344244,3.031221582,2.97222478
3.228149484,3.66814426,3.059701493,3.003003003,3.334444815,3.733455763,5.28447987,3.039513678,3.631344244,3.031221582,2.97222478,3.333333333
3.66814426,3.059701493,3.003003003,3.334444815,3.733455763,5.28447987,3.039513678,3.631344244,3.031221582,2.97222478,3.333333333,4.257130694
3.059701493,3.003003003,3.334444815,3.733455763,5.28447987,3.039513678,3.631344244,3.031221582,2.97222478,3.333333333,4.257130694,5.307861838
3.003003003,3.334444815,3.733455763,5.28447987,3.039513678,3.631344244,3.031221582,2.97222478,3.333333333,4.257130694,5.307861838,3.261648746
3.334444815,3.733455763,5.28447987,3.039513678,3.631344244,3.031221582,2.97222478,3.333333333,4.257130694,5.307861838,3.261648746,4.65447805
3.733455763,5.28447987,3.039513678,3.631344244,3.031221582,2.97222478,3.333333333,4.257130694,5.307861838,3.261648746,4.65447805,3.192907794
5.28447987,3.039513678,3.631344244,3.031221582,2.97222478,3.333333333,4.257130694,5.307861838,3.261648746,4.65447805,3.192907794,3.075970273
3.039513678,3.631344244,3.031221582,2.97222478,3.333333333,4.257130694,5.307861838,3.261648746,4.65447805,3.192907794,3.075970273,3.460207612
3.631344244,3.031221582,2.97222478,3.333333333,4.257130694,5.307861838,3.261648746,4.65447805,3.192907794,3.075970273,3.460207612,4.257130694
3.031221582,2.97222478,3.333333333,4.257130694,5.307861838,3.261648746,4.65447805,3.192907794,3.075970273,3.460207612,4.257130694,5.478226469
2.97222478,3.333333333,4.257130694,5.307861838,3.261648746,4.65447805,3.192907794,3.075970273,3.460207612,4.257130694,5.478226469,3.227888961
3.333333333,4.257130694,5.307861838,3.261648746,4.65447805,3.192907794,3.075970273,3.460207612,4.257130694,5.478226469,3.227888961,3.65249372
4.257130694,5.307861838,3.261648746,4.65447805,3.192907794,3.075970273,3.460207612,4.257130694,5.478226469,3.227888961,3.65249372,3.766472373
5.307861838,3.261648746,4.65447805,3.192907794,3.075970273,3.460207612,4.257130694,5.478226469,3.227888961,3.65249372,3.766472373,3.132400431
3.261648746,4.65447805,3.192907794,3.075970273,3.460207612,4.257130694,5.478226469,3.227888961,3.65249372,3.766472373,3.132400431,3.31569001
4.65447805,3.192907794,3.075970273,3.460207612,4.257130694,5.478226469,3.227888961,3.65249372,3.766472373,3.132400431,3.31569001,4.825427863
3.192907794,3.075970273,3.460207612,4.257130694,5.478226469,3.227888961,3.65249372,3.766472373,3.132400431,3.31569001,4.825427863,5.315789474
3.075970273,3.460207612,4.257130694,5.478226469,3.227888961,3.65249372,3.766472373,3.132400431,3.31569001,4.825427863,5.315789474,3.449465333
3.460207612,4.257130694,5.478226469,3.227888961,3.65249372,3.766472373,3.132400431,3.31569001,4.825427863,5.315789474,3.449465333,3.493179174
4.257130694,5.478226469,3.227888961,3.65249372,3.766472373,3.132400431,3.31569001,4.825427863,5.315789474,3.449465333,3.493179174,3.513006655
5.478226469,3.227888961,3.65249372,3.766472373,3.132400431,3.31569001,4.825427863,5.315789474,3.449465333,3.493179174,3.513006655,3.293536435
3.227888961,3.65249372,3.766472373,3.132400431,3.31569001,4.825427863,5.315789474,3.449465333,3.493179174,3.513006655,3.293536435,3.217623498
3.65249372,3.766472373,3.132400431,3.31569001,4.825427863,5.315789474,3.449465333,3.493179174,3.513006655,3.293536435,3.217623498,4.136986301
3.766472373,3.132400431,3.31569001,4.825427863,5.315789474,3.449465333,3.493179174,3.513006655,3.293536435,3.217623498,4.136986301,6.0
3.132400431,3.31569001,4.825427863,5.315789474,3.449465333,3.493179174,3.513006655,3.293536435,3.217623498,4.136986301,6.0,3.271889401
3.31569001,4.825427863,5.315789474,3.449465333,3.493179174,3.513006655,3.293536435,3.217623498,4.136986301,6.0,3.271889401,4.215705513
4.825427863,5.315789474,3.449465333,3.493179174,3.513006655,3.293536435,3.217623498,4.136986301,6.0,3.271889401,4.215705513,3.668395702
5.315789474,3.449465333,3.493179174,3.513006655,3.293536435,3.217623498,4.136986301,6.0,3.271889401,4.215705513,3.668395702,3.18616559
3.449465333,3.493179174,3.513006655,3.293536435,3.217623498,4.136986301,6.0,3.271889401,4.215705513,3.668395702,3.18616559,3.429951691
3.493179174,3.513006655,3.293536435,3.217623498,4.136986301,6.0,3.271889401,4.215705513,3.668395702,3.18616559,3.429951691,5.357142857
3.513006655,3.293536435,3.217623498,4.136986301,6.0,3.271889401,4.215705513,3.668395702,3.18616559,3.429951691,5.357142857,5.002501251
3.293536435,3.217623498,4.136986301,6.0,3.271889401,4.215705513,3.668395702,3.18616559,3.429951691,5.357142857,5.002501251,2.952657688
3.217623498,4.136986301,6.0,3.271889401,4.215705513,3.668395702,3.18616559,3.429951691,5.357142857,5.002501251,2.952657688,4.329249729
4.136986301,6.0,3.271889401,4.215705513,3.668395702,3.18616559,3.429951691,5.357142857,5.002501251,2.952657688,4.329249729,3.37882333
6.0,3.271889401,4.215705513,3.668395702,3.18616559,3.429951691,5.357142857,5.002501251,2.952657688,4.329249729,3.37882333,3.125
3.271889401,4.215705513,3.668395702,3.18616559,3.429951691,5.357142857,5.002501251,2.952657688,4.329249729,3.37882333,3.125,3.378668576
4.215705513,3.668395702,3.18616559,3.429951691,5.357142857,5.002501251,2.952657688,4.329249729,3.37882333,3.125,3.378668576,4.764173416
3.668395702,3.18616559,3.429951691,5.357142857,5.002501251,2.952657688,4.329249729,3.37882333,3.125,3.378668576,4.764173416,4.963101471
3.18616559,3.429951691,5.357142857,5.002501251,2.952657688,4.329249729,3.37882333,3.125,3.378668576,4.764173416,4.963101471,2.942907593
3.429951691,5.357142857,5.002501251,2.952657688,4.329249729,3.37882333,3.125,3.378668576,4.764173416,4.963101471,2.942907593,4.910022584
5.357142857,5.002501251,2.952657688,4.329249729,3.37882333,3.125,3.378668576,4.764173416,4.963101471,2.942907593,4.910022584,3.031221582
5.002501251,2.952657688,4.329249729,3.37882333,3.125,3.378668576,4.764173416,4.963101471,2.942907593,4.910022584,3.031221582,3.125976868
2.952657688,4.329249729,3.37882333,3.125,3.378668576,4.764173416,4.963101471,2.942907593,4.910022584,3.031221582,3.125976868,3.247311828
4.329249729,3.37882333,3.125,3.378668576,4.764173416,4.963101471,2.942907593,4.910022584,3.031221582,3.125976868,3.247311828,4.357298475
3.37882333,3.125,3.378668576,4.764173416,4.963101471,2.942907593,4.910022584,3.031221582,3.125976868,3.247311828,4.357298475,4.620267386
3.125,3.378668576,4.764173416,4.963101471,2.942907593,4.910022584,3.031221582,3.125976868,3.247311828,4.357298475,4.620267386,3.178294574
