TNVt-12,TNVt-11,TNVt-10,TNVt-9,TNVt-8,TNVt-7,TNVt-6,TNVt-5,TNVt-4,TNVt-3,TNVt-2,TNVt-1
3.7431,4.3641,4.3118,3.937166667,4.0313,3.4683,3.7044,3.8043,4.424,4.3864,4.004133333,4.0349
4.3641,4.3118,3.937166667,4.0313,3.4683,3.7044,3.8043,4.424,4.3864,4.004133333,4.0349,3.5302
4.3118,3.937166667,4.0313,3.4683,3.7044,3.8043,4.424,4.3864,4.004133333,4.0349,3.5302,3.845
3.937166667,4.0313,3.4683,3.7044,3.8043,4.424,4.3864,4.004133333,4.0349,3.5302,3.845,3.9025
4.0313,3.4683,3.7044,3.8043,4.424,4.3864,4.004133333,4.0349,3.5302,3.845,3.9025,4.4287
3.4683,3.7044,3.8043,4.424,4.3864,4.004133333,4.0349,3.5302,3.845,3.9025,4.4287,4.3914
3.7044,3.8043,4.424,4.3864,4.004133333,4.0349,3.5302,3.845,3.9025,4.4287,4.3914,3.98465
3.8043,4.424,4.3864,4.004133333,4.0349,3.5302,3.845,3.9025,4.4287,4.3914,3.98465,3.9375
4.424,4.3864,4.004133333,4.0349,3.5302,3.845,3.9025,4.4287,4.3914,3.98465,3.9375,3.4332
4.3864,4.004133333,4.0349,3.5302,3.845,3.9025,4.4287,4.3914,3.98465,3.9375,3.4332,3.8146
4.004133333,4.0349,3.5302,3.845,3.9025,4.4287,4.3914,3.98465,3.9375,3.4332,3.8146,4.0238
4.0349,3.5302,3.845,3.9025,4.4287,4.3914,3.98465,3.9375,3.4332,3.8146,4.0238,4.5274
3.5302,3.845,3.9025,4.4287,4.3914,3.98465,3.9375,3.4332,3.8146,4.0238,4.5274,4.5055
3.845,3.9025,4.4287,4.3914,3.98465,3.9375,3.4332,3.8146,4.0238,4.5274,4.5055,4.05365
3.9025,4.4287,4.3914,3.98465,3.9375,3.4332,3.8146,4.0238,4.5274,4.5055,4.05365,3.94
4.4287,4.3914,3.98465,3.9375,3.4332,3.8146,4.0238,4.5274,4.5055,4.05365,3.94,3.4761
4.3914,3.98465,3.9375,3.4332,3.8146,4.0238,4.5274,4.5055,4.05365,3.94,3.4761,3.8491
3.98465,3.9375,3.4332,3.8146,4.0238,4.5274,4.5055,4.05365,3.94,3.4761,3.8491,4.11
3.9375,3.4332,3.8146,4.0238,4.5274,4.5055,4.05365,3.94,3.4761,3.8491,4.11,4.4929
3.4332,3.8146,4.0238,4.5274,4.5055,4.05365,3.94,3.4761,3.8491,4.11,4.4929,4.484
3.8146,4.0238,4.5274,4.5055,4.05365,3.94,3.4761,3.8491,4.11,4.4929,4.484,4.047716667
4.0238,4.5274,4.5055,4.05365,3.94,3.4761,3.8491,4.11,4.4929,4.484,4.047716667,3.8792
4.5274,4.5055,4.05365,3.94,3.4761,3.8491,4.11,4.4929,4.484,4.047716667,3.8792,3.4252
4.5055,4.05365,3.94,3.4761,3.8491,4.11,4.4929,4.484,4.047716667,3.8792,3.4252,3.895
4.05365,3.94,3.4761,3.8491,4.11,4.4929,4.484,4.047716667,3.8792,3.4252,3.895,4.1813
3.94,3.4761,3.8491,4.11,4.4929,4.484,4.047716667,3.8792,3.4252,3.895,4.1813,4.4832
3.4761,3.8491,4.11,4.4929,4.484,4.047716667,3.8792,3.4252,3.895,4.1813,4.4832,4.4325
3.8491,4.11,4.4929,4.484,4.047716667,3.8792,3.4252,3.895,4.1813,4.4832,4.4325,4.05235
4.11,4.4929,4.484,4.047716667,3.8792,3.4252,3.895,4.1813,4.4832,4.4325,4.05235,3.8592
4.4929,4.484,4.047716667,3.8792,3.4252,3.895,4.1813,4.4832,4.4325,4.05235,3.8592,3.4045
4.484,4.047716667,3.8792,3.4252,3.895,4.1813,4.4832,4.4325,4.05235,3.8592,3.4045,3.9534
4.047716667,3.8792,3.4252,3.895,4.1813,4.4832,4.4325,4.05235,3.8592,3.4045,3.9534,4.2535
3.8792,3.4252,3.895,4.1813,4.4832,4.4325,4.05235,3.8592,3.4045,3.9534,4.2535,4.4791
3.4252,3.895,4.1813,4.4832,4.4325,4.05235,3.8592,3.4045,3.9534,4.2535,4.4791,4.4734
3.895,4.1813,4.4832,4.4325,4.05235,3.8592,3.4045,3.9534,4.2535,4.4791,4.4734,4.0618
4.1813,4.4832,4.4325,4.05235,3.8592,3.4045,3.9534,4.2535,4.4791,4.4734,4.0618,3.8526
4.4832,4.4325,4.05235,3.8592,3.4045,3.9534,4.2535,4.4791,4.4734,4.0618,3.8526,3.3664
4.4325,4.05235,3.8592,3.4045,3.9534,4.2535,4.4791,4.4734,4.0618,3.8526,3.3664,3.9458
4.05235,3.8592,3.4045,3.9534,4.2535,4.4791,4.4734,4.0618,3.8526,3.3664,3.9458,4.263
3.8592,3.4045,3.9534,4.2535,4.4791,4.4734,4.0618,3.8526,3.3664,3.9458,4.263,4.4519
3.4045,3.9534,4.2535,4.4791,4.4734,4.0618,3.8526,3.3664,3.9458,4.263,4.4519,4.4301
3.9534,4.2535,4.4791,4.4734,4.0618,3.8526,3.3664,3.9458,4.263,4.4519,4.4301,4.036866667
4.2535,4.4791,4.4734,4.0618,3.8526,3.3664,3.9458,4.263,4.4519,4.4301,4.036866667,3.838
4.4791,4.4734,4.0618,3.8526,3.3664,3.9458,4.263,4.4519,4.4301,4.036866667,3.838,3.3552
4.4734,4.0618,3.8526,3.3664,3.9458,4.263,4.4519,4.4301,4.036866667,3.838,3.3552,3.883
4.0618,3.8526,3.3664,3.9458,4.263,4.4519,4.4301,4.036866667,3.838,3.3552,3.883,4.2591
3.8526,3.3664,3.9458,4.263,4.4519,4.4301,4.036866667,3.838,3.3552,3.883,4.2591,4.4019
3.3664,3.9458,4.263,4.4519,4.4301,4.036866667,3.838,3.3552,3.883,4.2591,4.4019,4.3947
3.9458,4.263,4.4519,4.4301,4.036866667,3.838,3.3552,3.883,4.2591,4.4019,4.3947,4.00095
4.263,4.4519,4.4301,4.036866667,3.838,3.3552,3.883,4.2591,4.4019,4.3947,4.00095,3.7623
4.4519,4.4301,4.036866667,3.838,3.3552,3.883,4.2591,4.4019,4.3947,4.00095,3.7623,3.36
4.4301,4.036866667,3.838,3.3552,3.883,4.2591,4.4019,4.3947,4.00095,3.7623,3.36,3.8277
4.036866667,3.838,3.3552,3.883,4.2591,4.4019,4.3947,4.00095,3.7623,3.36,3.8277,4.2736
3.838,3.3552,3.883,4.2591,4.4019,4.3947,4.00095,3.7623,3.36,3.8277,4.2736,4.3898
3.3552,3.883,4.2591,4.4019,4.3947,4.00095,3.7623,3.36,3.8277,4.2736,4.3898,4.344
3.883,4.2591,4.4019,4.3947,4.00095,3.7623,3.36,3.8277,4.2736,4.3898,4.344,3.989583333
4.2591,4.4019,4.3947,4.00095,3.7623,3.36,3.8277,4.2736,4.3898,4.344,3.989583333,3.7888
4.4019,4.3947,4.00095,3.7623,3.36,3.8277,4.2736,4.3898,4.344,3.989583333,3.7888,3.3664
4.3947,4.00095,3.7623,3.36,3.8277,4.2736,4.3898,4.344,3.989583333,3.7888,3.3664,3.7749
4.00095,3.7623,3.36,3.8277,4.2736,4.3898,4.344,3.989583333,3.7888,3.3664,3.7749,4.2796
3.7623,3.36,3.8277,4.2736,4.3898,4.344,3.989583333,3.7888,3.3664,3.7749,4.2796,4.3844
3.36,3.8277,4.2736,4.3898,4.344,3.989583333,3.7888,3.3664,3.7749,4.2796,4.3844,4.3333
3.8277,4.2736,4.3898,4.344,3.989583333,3.7888,3.3664,3.7749,4.2796,4.3844,4.3333,3.985033333
4.2736,4.3898,4.344,3.989583333,3.7888,3.3664,3.7749,4.2796,4.3844,4.3333,3.985033333,3.7516
4.3898,4.344,3.989583333,3.7888,3.3664,3.7749,4.2796,4.3844,4.3333,3.985033333,3.7516,3.4523
4.344,3.989583333,3.7888,3.3664,3.7749,4.2796,4.3844,4.3333,3.985033333,3.7516,3.4523,3.709
3.989583333,3.7888,3.3664,3.7749,4.2796,4.3844,4.3333,3.985033333,3.7516,3.4523,3.709,4.2567
3.7888,3.3664,3.7749,4.2796,4.3844,4.3333,3.985033333,3.7516,3.4523,3.709,4.2567,4.3504
3.3664,3.7749,4.2796,4.3844,4.3333,3.985033333,3.7516,3.4523,3.709,4.2567,4.3504,4.2955
3.7749,4.2796,4.3844,4.3333,3.985033333,3.7516,3.4523,3.709,4.2567,4.3504,4.2955,3.96085
4.2796,4.3844,4.3333,3.985033333,3.7516,3.4523,3.709,4.2567,4.3504,4.2955,3.96085,3.7129
4.3844,4.3333,3.985033333,3.7516,3.4523,3.709,4.2567,4.3504,4.2955,3.96085,3.7129,3.5111
4.3333,3.985033333,3.7516,3.4523,3.709,4.2567,4.3504,4.2955,3.96085,3.7129,3.5111,3.6385
3.985033333,3.7516,3.4523,3.709,4.2567,4.3504,4.2955,3.96085,3.7129,3.5111,3.6385,4.2753
3.7516,3.4523,3.709,4.2567,4.3504,4.2955,3.96085,3.7129,3.5111,3.6385,4.2753,4.3911
3.4523,3.709,4.2567,4.3504,4.2955,3.96085,3.7129,3.5111,3.6385,4.2753,4.3911,4.2663
3.709,4.2567,4.3504,4.2955,3.96085,3.7129,3.5111,3.6385,4.2753,4.3911,4.2663,3.979033333
4.2567,4.3504,4.2955,3.96085,3.7129,3.5111,3.6385,4.2753,4.3911,4.2663,3.979033333,3.778
4.3504,4.2955,3.96085,3.7129,3.5111,3.6385,4.2753,4.3911,4.2663,3.979033333,3.778,3.5381
4.2955,3.96085,3.7129,3.5111,3.6385,4.2753,4.3911,4.2663,3.979033333,3.778,3.5381,3.6254
3.96085,3.7129,3.5111,3.6385,4.2753,4.3911,4.2663,3.979033333,3.778,3.5381,3.6254,4.2747
3.7129,3.5111,3.6385,4.2753,4.3911,4.2663,3.979033333,3.778,3.5381,3.6254,4.2747,4.3843
3.5111,3.6385,4.2753,4.3911,4.2663,3.979033333,3.778,3.5381,3.6254,4.2747,4.3843,4.2506
3.6385,4.2753,4.3911,4.2663,3.979033333,3.778,3.5381,3.6254,4.2747,4.3843,4.2506,3.96035
4.2753,4.3911,4.2663,3.979033333,3.778,3.5381,3.6254,4.2747,4.3843,4.2506,3.96035,3.7806
4.3911,4.2663,3.979033333,3.778,3.5381,3.6254,4.2747,4.3843,4.2506,3.96035,3.7806,3.4968
4.2663,3.979033333,3.778,3.5381,3.6254,4.2747,4.3843,4.2506,3.96035,3.7806,3.4968,3.5751
3.979033333,3.778,3.5381,3.6254,4.2747,4.3843,4.2506,3.96035,3.7806,3.4968,3.5751,4.2648
3.778,3.5381,3.6254,4.2747,4.3843,4.2506,3.96035,3.7806,3.4968,3.5751,4.2648,4.3521
3.5381,3.6254,4.2747,4.3843,4.2506,3.96035,3.7806,3.4968,3.5751,4.2648,4.3521,4.164
3.6254,4.2747,4.3843,4.2506,3.96035,3.7806,3.4968,3.5751,4.2648,4.3521,4.164,3.939583333
4.2747,4.3843,4.2506,3.96035,3.7806,3.4968,3.5751,4.2648,4.3521,4.164,3.939583333,3.7235
4.3843,4.2506,3.96035,3.7806,3.4968,3.5751,4.2648,4.3521,4.164,3.939583333,3.7235,3.5429
4.2506,3.96035,3.7806,3.4968,3.5751,4.2648,4.3521,4.164,3.939583333,3.7235,3.5429,3.5902
3.96035,3.7806,3.4968,3.5751,4.2648,4.3521,4.164,3.939583333,3.7235,3.5429,3.5902,4.2368
3.7806,3.4968,3.5751,4.2648,4.3521,4.164,3.939583333,3.7235,3.5429,3.5902,4.2368,4.3732
3.4968,3.5751,4.2648,4.3521,4.164,3.939583333,3.7235,3.5429,3.5902,4.2368,4.3732,4.1636
3.5751,4.2648,4.3521,4.164,3.939583333,3.7235,3.5429,3.5902,4.2368,4.3732,4.1636,3.943033333
4.2648,4.3521,4.164,3.939583333,3.7235,3.5429,3.5902,4.2368,4.3732,4.1636,3.943033333,3.7594
4.3521,4.164,3.939583333,3.7235,3.5429,3.5902,4.2368,4.3732,4.1636,3.943033333,3.7594,3.535
4.164,3.939583333,3.7235,3.5429,3.5902,4.2368,4.3732,4.1636,3.943033333,3.7594,3.535,3.5902
3.939583333,3.7235,3.5429,3.5902,4.2368,4.3732,4.1636,3.943033333,3.7594,3.535,3.5902,4.2287
3.7235,3.5429,3.5902,4.2368,4.3732,4.1636,3.943033333,3.7594,3.535,3.5902,4.2287,4.4085
3.5429,3.5902,4.2368,4.3732,4.1636,3.943033333,3.7594,3.535,3.5902,4.2287,4.4085,4.1921
3.5902,4.2368,4.3732,4.1636,3.943033333,3.7594,3.535,3.5902,4.2287,4.4085,4.1921,3.964883333
4.2368,4.3732,4.1636,3.943033333,3.7594,3.535,3.5902,4.2287,4.4085,4.1921,3.964883333,3.811
4.3732,4.1636,3.943033333,3.7594,3.535,3.5902,4.2287,4.4085,4.1921,3.964883333,3.811,3.6192
4.1636,3.943033333,3.7594,3.535,3.5902,4.2287,4.4085,4.1921,3.964883333,3.811,3.6192,3.5298
3.943033333,3.7594,3.535,3.5902,4.2287,4.4085,4.1921,3.964883333,3.811,3.6192,3.5298,4.2092
3.7594,3.535,3.5902,4.2287,4.4085,4.1921,3.964883333,3.811,3.6192,3.5298,4.2092,4.4051
3.535,3.5902,4.2287,4.4085,4.1921,3.964883333,3.811,3.6192,3.5298,4.2092,4.4051,4.2032
3.5902,4.2287,4.4085,4.1921,3.964883333,3.811,3.6192,3.5298,4.2092,4.4051,4.2032,3.984133333
4.2287,4.4085,4.1921,3.964883333,3.811,3.6192,3.5298,4.2092,4.4051,4.2032,3.984133333,3.8628
4.4085,4.1921,3.964883333,3.811,3.6192,3.5298,4.2092,4.4051,4.2032,3.984133333,3.8628,3.6495
4.1921,3.964883333,3.811,3.6192,3.5298,4.2092,4.4051,4.2032,3.984133333,3.8628,3.6495,3.575
3.964883333,3.811,3.6192,3.5298,4.2092,4.4051,4.2032,3.984133333,3.8628,3.6495,3.575,4.2247
3.811,3.6192,3.5298,4.2092,4.4051,4.2032,3.984133333,3.8628,3.6495,3.575,4.2247,4.4132
3.6192,3.5298,4.2092,4.4051,4.2032,3.984133333,3.8628,3.6495,3.575,4.2247,4.4132,4.1526
3.5298,4.2092,4.4051,4.2032,3.984133333,3.8628,3.6495,3.575,4.2247,4.4132,4.1526,3.996366667
4.2092,4.4051,4.2032,3.984133333,3.8628,3.6495,3.575,4.2247,4.4132,4.1526,3.996366667,3.8535
4.4051,4.2032,3.984133333,3.8628,3.6495,3.575,4.2247,4.4132,4.1526,3.996366667,3.8535,3.729
4.2032,3.984133333,3.8628,3.6495,3.575,4.2247,4.4132,4.1526,3.996366667,3.8535,3.729,3.6052
3.984133333,3.8628,3.6495,3.575,4.2247,4.4132,4.1526,3.996366667,3.8535,3.729,3.6052,4.2209
3.8628,3.6495,3.575,4.2247,4.4132,4.1526,3.996366667,3.8535,3.729,3.6052,4.2209,4.4075
3.6495,3.575,4.2247,4.4132,4.1526,3.996366667,3.8535,3.729,3.6052,4.2209,4.4075,4.1323
3.575,4.2247,4.4132,4.1526,3.996366667,3.8535,3.729,3.6052,4.2209,4.4075,4.1323,3.983966667
4.2247,4.4132,4.1526,3.996366667,3.8535,3.729,3.6052,4.2209,4.4075,4.1323,3.983966667,3.8044
4.4132,4.1526,3.996366667,3.8535,3.729,3.6052,4.2209,4.4075,4.1323,3.983966667,3.8044,3.721
4.1526,3.996366667,3.8535,3.729,3.6052,4.2209,4.4075,4.1323,3.983966667,3.8044,3.721,3.6177
3.996366667,3.8535,3.729,3.6052,4.2209,4.4075,4.1323,3.983966667,3.8044,3.721,3.6177,4.2552
3.8535,3.729,3.6052,4.2209,4.4075,4.1323,3.983966667,3.8044,3.721,3.6177,4.2552,4.4471
3.729,3.6052,4.2209,4.4075,4.1323,3.983966667,3.8044,3.721,3.6177,4.2552,4.4471,4.1406
3.6052,4.2209,4.4075,4.1323,3.983966667,3.8044,3.721,3.6177,4.2552,4.4471,4.1406,4.014883333
4.2209,4.4075,4.1323,3.983966667,3.8044,3.721,3.6177,4.2552,4.4471,4.1406,4.014883333,3.8615
4.4075,4.1323,3.983966667,3.8044,3.721,3.6177,4.2552,4.4471,4.1406,4.014883333,3.8615,3.7496
4.1323,3.983966667,3.8044,3.721,3.6177,4.2552,4.4471,4.1406,4.014883333,3.8615,3.7496,3.6353
3.983966667,3.8044,3.721,3.6177,4.2552,4.4471,4.1406,4.014883333,3.8615,3.7496,3.6353,4.282
3.8044,3.721,3.6177,4.2552,4.4471,4.1406,4.014883333,3.8615,3.7496,3.6353,4.282,4.4605
3.721,3.6177,4.2552,4.4471,4.1406,4.014883333,3.8615,3.7496,3.6353,4.282,4.4605,4.1553
3.6177,4.2552,4.4471,4.1406,4.014883333,3.8615,3.7496,3.6353,4.282,4.4605,4.1553,4.0221
4.2552,4.4471,4.1406,4.014883333,3.8615,3.7496,3.6353,4.282,4.4605,4.1553,4.0221,3.8655
4.4471,4.1406,4.014883333,3.8615,3.7496,3.6353,4.282,4.4605,4.1553,4.0221,3.8655,3.7465
4.1406,4.014883333,3.8615,3.7496,3.6353,4.282,4.4605,4.1553,4.0221,3.8655,3.7465,3.6228
4.014883333,3.8615,3.7496,3.6353,4.282,4.4605,4.1553,4.0221,3.8655,3.7465,3.6228,4.3077
3.8615,3.7496,3.6353,4.282,4.4605,4.1553,4.0221,3.8655,3.7465,3.6228,4.3077,4.4353
3.7496,3.6353,4.282,4.4605,4.1553,4.0221,3.8655,3.7465,3.6228,4.3077,4.4353,4.1378
3.6353,4.282,4.4605,4.1553,4.0221,3.8655,3.7465,3.6228,4.3077,4.4353,4.1378,4.0176
4.282,4.4605,4.1553,4.0221,3.8655,3.7465,3.6228,4.3077,4.4353,4.1378,4.0176,3.908
4.4605,4.1553,4.0221,3.8655,3.7465,3.6228,4.3077,4.4353,4.1378,4.0176,3.908,3.6765
4.1553,4.0221,3.8655,3.7465,3.6228,4.3077,4.4353,4.1378,4.0176,3.908,3.6765,3.6403
4.0221,3.8655,3.7465,3.6228,4.3077,4.4353,4.1378,4.0176,3.908,3.6765,3.6403,4.2956
3.8655,3.7465,3.6228,4.3077,4.4353,4.1378,4.0176,3.908,3.6765,3.6403,4.2956,4.4464
3.7465,3.6228,4.3077,4.4353,4.1378,4.0176,3.908,3.6765,3.6403,4.2956,4.4464,4.1461
3.6228,4.3077,4.4353,4.1378,4.0176,3.908,3.6765,3.6403,4.2956,4.4464,4.1461,4.021933333
4.3077,4.4353,4.1378,4.0176,3.908,3.6765,3.6403,4.2956,4.4464,4.1461,4.021933333,3.9451
4.4353,4.1378,4.0176,3.908,3.6765,3.6403,4.2956,4.4464,4.1461,4.021933333,3.9451,3.6304
4.1378,4.0176,3.908,3.6765,3.6403,4.2956,4.4464,4.1461,4.021933333,3.9451,3.6304,3.668
4.0176,3.908,3.6765,3.6403,4.2956,4.4464,4.1461,4.021933333,3.9451,3.6304,3.668,4.3506
3.908,3.6765,3.6403,4.2956,4.4464,4.1461,4.021933333,3.9451,3.6304,3.668,4.3506,4.488
3.6765,3.6403,4.2956,4.4464,4.1461,4.021933333,3.9451,3.6304,3.668,4.3506,4.488,4.211
3.6403,4.2956,4.4464,4.1461,4.021933333,3.9451,3.6304,3.668,4.3506,4.488,4.211,4.045633333
4.2956,4.4464,4.1461,4.021933333,3.9451,3.6304,3.668,4.3506,4.488,4.211,4.045633333,3.9478
4.4464,4.1461,4.021933333,3.9451,3.6304,3.668,4.3506,4.488,4.211,4.045633333,3.9478,3.6336
4.1461,4.021933333,3.9451,3.6304,3.668,4.3506,4.488,4.211,4.045633333,3.9478,3.6336,3.6428
4.021933333,3.9451,3.6304,3.668,4.3506,4.488,4.211,4.045633333,3.9478,3.6336,3.6428,4.3766
3.9451,3.6304,3.668,4.3506,4.488,4.211,4.045633333,3.9478,3.6336,3.6428,4.3766,4.5562
3.6304,3.668,4.3506,4.488,4.211,4.045633333,3.9478,3.6336,3.6428,4.3766,4.5562,4.2446
3.668,4.3506,4.488,4.211,4.045633333,3.9478,3.6336,3.6428,4.3766,4.5562,4.2446,4.091583333
4.3506,4.488,4.211,4.045633333,3.9478,3.6336,3.6428,4.3766,4.5562,4.2446,4.091583333,3.9943
4.488,4.211,4.045633333,3.9478,3.6336,3.6428,4.3766,4.5562,4.2446,4.091583333,3.9943,3.6797
4.211,4.045633333,3.9478,3.6336,3.6428,4.3766,4.5562,4.2446,4.091583333,3.9943,3.6797,3.6981
4.045633333,3.9478,3.6336,3.6428,4.3766,4.5562,4.2446,4.091583333,3.9943,3.6797,3.6981,4.3999
3.9478,3.6336,3.6428,4.3766,4.5562,4.2446,4.091583333,3.9943,3.6797,3.6981,4.3999,4.5851
3.6336,3.6428,4.3766,4.5562,4.2446,4.091583333,3.9943,3.6797,3.6981,4.3999,4.5851,4.3077
3.6428,4.3766,4.5562,4.2446,4.091583333,3.9943,3.6797,3.6981,4.3999,4.5851,4.3077,4.108516667
4.3766,4.5562,4.2446,4.091583333,3.9943,3.6797,3.6981,4.3999,4.5851,4.3077,4.108516667,4.0102
4.5562,4.2446,4.091583333,3.9943,3.6797,3.6981,4.3999,4.5851,4.3077,4.108516667,4.0102,3.6526
4.2446,4.091583333,3.9943,3.6797,3.6981,4.3999,4.5851,4.3077,4.108516667,4.0102,3.6526,3.6956
4.091583333,3.9943,3.6797,3.6981,4.3999,4.5851,4.3077,4.108516667,4.0102,3.6526,3.6956,4.4419
3.9943,3.6797,3.6981,4.3999,4.5851,4.3077,4.108516667,4.0102,3.6526,3.6956,4.4419,4.6375
3.6797,3.6981,4.3999,4.5851,4.3077,4.108516667,4.0102,3.6526,3.6956,4.4419,4.6375,4.3799
3.6981,4.3999,4.5851,4.3077,4.108516667,4.0102,3.6526,3.6956,4.4419,4.6375,4.3799,4.13545
4.3999,4.5851,4.3077,4.108516667,4.0102,3.6526,3.6956,4.4419,4.6375,4.3799,4.13545,3.9982
4.5851,4.3077,4.108516667,4.0102,3.6526,3.6956,4.4419,4.6375,4.3799,4.13545,3.9982,3.6018
4.3077,4.108516667,4.0102,3.6526,3.6956,4.4419,4.6375,4.3799,4.13545,3.9982,3.6018,3.7534
4.108516667,4.0102,3.6526,3.6956,4.4419,4.6375,4.3799,4.13545,3.9982,3.6018,3.7534,4.4569
4.0102,3.6526,3.6956,4.4419,4.6375,4.3799,4.13545,3.9982,3.6018,3.7534,4.4569,4.6603
3.6526,3.6956,4.4419,4.6375,4.3799,4.13545,3.9982,3.6018,3.7534,4.4569,4.6603,4.3694
3.6956,4.4419,4.6375,4.3799,4.13545,3.9982,3.6018,3.7534,4.4569,4.6603,4.3694,4.12675
4.4419,4.6375,4.3799,4.13545,3.9982,3.6018,3.7534,4.4569,4.6603,4.3694,4.12675,4.0607
4.6375,4.3799,4.13545,3.9982,3.6018,3.7534,4.4569,4.6603,4.3694,4.12675,4.0607,3.4221
4.3799,4.13545,3.9982,3.6018,3.7534,4.4569,4.6603,4.3694,4.12675,4.0607,3.4221,3.7911
4.13545,3.9982,3.6018,3.7534,4.4569,4.6603,4.3694,4.12675,4.0607,3.4221,3.7911,4.4947
3.9982,3.6018,3.7534,4.4569,4.6603,4.3694,4.12675,4.0607,3.4221,3.7911,4.4947,4.668
3.6018,3.7534,4.4569,4.6603,4.3694,4.12675,4.0607,3.4221,3.7911,4.4947,4.668,4.4274
3.7534,4.4569,4.6603,4.3694,4.12675,4.0607,3.4221,3.7911,4.4947,4.668,4.4274,4.141833333
4.4569,4.6603,4.3694,4.12675,4.0607,3.4221,3.7911,4.4947,4.668,4.4274,4.141833333,4.058
4.6603,4.3694,4.12675,4.0607,3.4221,3.7911,4.4947,4.668,4.4274,4.141833333,4.058,3.3616
4.3694,4.12675,4.0607,3.4221,3.7911,4.4947,4.668,4.4274,4.141833333,4.058,3.3616,3.8413
4.12675,4.0607,3.4221,3.7911,4.4947,4.668,4.4274,4.141833333,4.058,3.3616,3.8413,4.4994
4.0607,3.4221,3.7911,4.4947,4.668,4.4274,4.141833333,4.058,3.3616,3.8413,4.4994,4.706
3.4221,3.7911,4.4947,4.668,4.4274,4.141833333,4.058,3.3616,3.8413,4.4994,4.706,4.4932
3.7911,4.4947,4.668,4.4274,4.141833333,4.058,3.3616,3.8413,4.4994,4.706,4.4932,4.156083333
4.4947,4.668,4.4274,4.141833333,4.058,3.3616,3.8413,4.4994,4.706,4.4932,4.156083333,4.1284
4.668,4.4274,4.141833333,4.058,3.3616,3.8413,4.4994,4.706,4.4932,4.156083333,4.1284,3.2456
4.4274,4.141833333,4.058,3.3616,3.8413,4.4994,4.706,4.4932,4.156083333,4.1284,3.2456,3.8639
4.141833333,4.058,3.3616,3.8413,4.4994,4.706,4.4932,4.156083333,4.1284,3.2456,3.8639,4.5194
4.058,3.3616,3.8413,4.4994,4.706,4.4932,4.156083333,4.1284,3.2456,3.8639,4.5194,4.7359
3.3616,3.8413,4.4994,4.706,4.4932,4.156083333,4.1284,3.2456,3.8639,4.5194,4.7359,4.519
3.8413,4.4994,4.706,4.4932,4.156083333,4.1284,3.2456,3.8639,4.5194,4.7359,4.519,4.198233333
4.4994,4.706,4.4932,4.156083333,4.1284,3.2456,3.8639,4.5194,4.7359,4.519,4.198233333,4.2492
4.706,4.4932,4.156083333,4.1284,3.2456,3.8639,4.5194,4.7359,4.519,4.198233333,4.2492,3.2567
4.4932,4.156083333,4.1284,3.2456,3.8639,4.5194,4.7359,4.519,4.198233333,4.2492,3.2567,3.9092
4.156083333,4.1284,3.2456,3.8639,4.5194,4.7359,4.519,4.198233333,4.2492,3.2567,3.9092,4.572
4.1284,3.2456,3.8639,4.5194,4.7359,4.519,4.198233333,4.2492,3.2567,3.9092,4.572,4.7889
3.2456,3.8639,4.5194,4.7359,4.519,4.198233333,4.2492,3.2567,3.9092,4.572,4.7889,4.5885
3.8639,4.5194,4.7359,4.519,4.198233333,4.2492,3.2567,3.9092,4.572,4.7889,4.5885,4.241333333
4.5194,4.7359,4.519,4.198233333,4.2492,3.2567,3.9092,4.572,4.7889,4.5885,4.241333333,4.2505
4.7359,4.519,4.198233333,4.2492,3.2567,3.9092,4.572,4.7889,4.5885,4.241333333,4.2505,3.2837
4.519,4.198233333,4.2492,3.2567,3.9092,4.572,4.7889,4.5885,4.241333333,4.2505,3.2837,3.9644
4.198233333,4.2492,3.2567,3.9092,4.572,4.7889,4.5885,4.241333333,4.2505,3.2837,3.9644,4.6275
4.2492,3.2567,3.9092,4.572,4.7889,4.5885,4.241333333,4.2505,3.2837,3.9644,4.6275,4.8417
3.2567,3.9092,4.572,4.7889,4.5885,4.241333333,4.2505,3.2837,3.9644,4.6275,4.8417,4.6787
3.9092,4.572,4.7889,4.5885,4.241333333,4.2505,3.2837,3.9644,4.6275,4.8417,4.6787,4.303783333
4.572,4.7889,4.5885,4.241333333,4.2505,3.2837,3.9644,4.6275,4.8417,4.6787,4.303783333,4.2625
4.7889,4.5885,4.241333333,4.2505,3.2837,3.9644,4.6275,4.8417,4.6787,4.303783333,4.2625,3.3298
4.5885,4.241333333,4.2505,3.2837,3.9644,4.6275,4.8417,4.6787,4.303783333,4.2625,3.3298,4.0825
4.241333333,4.2505,3.2837,3.9644,4.6275,4.8417,4.6787,4.303783333,4.2625,3.3298,4.0825,4.6318
4.2505,3.2837,3.9644,4.6275,4.8417,4.6787,4.303783333,4.2625,3.3298,4.0825,4.6318,4.8665
3.2837,3.9644,4.6275,4.8417,4.6787,4.303783333,4.2625,3.3298,4.0825,4.6318,4.8665,4.7335
3.9644,4.6275,4.8417,4.6787,4.303783333,4.2625,3.3298,4.0825,4.6318,4.8665,4.7335,4.32605
4.6275,4.8417,4.6787,4.303783333,4.2625,3.3298,4.0825,4.6318,4.8665,4.7335,4.32605,4.2705
4.8417,4.6787,4.303783333,4.2625,3.3298,4.0825,4.6318,4.8665,4.7335,4.32605,4.2705,3.3187
