TNVt-12,TNVt-11,TNVt-10,TNVt-9,TNVt-8,TNVt-7,TNVt-6,TNVt-5,TNVt-4,TNVt-3,TNVt-2,TNVt-1
5.760232695,5.9732,6.4588,6.8536,5.569161126,5.48,5.3789,5.559022076,6.0038,6.4591,6.7816,5.681937775
5.9732,6.4588,6.8536,5.569161126,5.48,5.3789,5.559022076,6.0038,6.4591,6.7816,5.681937775,5.4956
6.4588,6.8536,5.569161126,5.48,5.3789,5.559022076,6.0038,6.4591,6.7816,5.681937775,5.4956,5.2815
6.8536,5.569161126,5.48,5.3789,5.559022076,6.0038,6.4591,6.7816,5.681937775,5.4956,5.2815,6.738973188
5.569161126,5.48,5.3789,5.559022076,6.0038,6.4591,6.7816,5.681937775,5.4956,5.2815,6.738973188,6.0362
5.48,5.3789,5.559022076,6.0038,6.4591,6.7816,5.681937775,5.4956,5.2815,6.738973188,6.0362,6.5793
5.3789,5.559022076,6.0038,6.4591,6.7816,5.681937775,5.4956,5.2815,6.738973188,6.0362,6.5793,6.8201
5.559022076,6.0038,6.4591,6.7816,5.681937775,5.4956,5.2815,6.738973188,6.0362,6.5793,6.8201,6.691734384
6.0038,6.4591,6.7816,5.681937775,5.4956,5.2815,6.738973188,6.0362,6.5793,6.8201,6.691734384,5.5697
6.4591,6.7816,5.681937775,5.4956,5.2815,6.738973188,6.0362,6.5793,6.8201,6.691734384,5.5697,5.3632
6.7816,5.681937775,5.4956,5.2815,6.738973188,6.0362,6.5793,6.8201,6.691734384,5.5697,5.3632,6.314210733
5.681937775,5.4956,5.2815,6.738973188,6.0362,6.5793,6.8201,6.691734384,5.5697,5.3632,6.314210733,6.0807
5.4956,5.2815,6.738973188,6.0362,6.5793,6.8201,6.691734384,5.5697,5.3632,6.314210733,6.0807,6.6293
5.2815,6.738973188,6.0362,6.5793,6.8201,6.691734384,5.5697,5.3632,6.314210733,6.0807,6.6293,6.7321
6.738973188,6.0362,6.5793,6.8201,6.691734384,5.5697,5.3632,6.314210733,6.0807,6.6293,6.7321,6.040718682
6.0362,6.5793,6.8201,6.691734384,5.5697,5.3632,6.314210733,6.0807,6.6293,6.7321,6.040718682,5.574
6.5793,6.8201,6.691734384,5.5697,5.3632,6.314210733,6.0807,6.6293,6.7321,6.040718682,5.574,5.3806
6.8201,6.691734384,5.5697,5.3632,6.314210733,6.0807,6.6293,6.7321,6.040718682,5.574,5.3806,6.122560793
6.691734384,5.5697,5.3632,6.314210733,6.0807,6.6293,6.7321,6.040718682,5.574,5.3806,6.122560793,6.136
5.5697,5.3632,6.314210733,6.0807,6.6293,6.7321,6.040718682,5.574,5.3806,6.122560793,6.136,6.6962
5.3632,6.314210733,6.0807,6.6293,6.7321,6.040718682,5.574,5.3806,6.122560793,6.136,6.6962,6.8047
6.314210733,6.0807,6.6293,6.7321,6.040718682,5.574,5.3806,6.122560793,6.136,6.6962,6.8047,6.279991791
6.0807,6.6293,6.7321,6.040718682,5.574,5.3806,6.122560793,6.136,6.6962,6.8047,6.279991791,5.6336
6.6293,6.7321,6.040718682,5.574,5.3806,6.122560793,6.136,6.6962,6.8047,6.279991791,5.6336,5.4163
6.7321,6.040718682,5.574,5.3806,6.122560793,6.136,6.6962,6.8047,6.279991791,5.6336,5.4163,6.687509589
6.040718682,5.574,5.3806,6.122560793,6.136,6.6962,6.8047,6.279991791,5.6336,5.4163,6.687509589,6.1857
5.574,5.3806,6.122560793,6.136,6.6962,6.8047,6.279991791,5.6336,5.4163,6.687509589,6.1857,6.8177
5.3806,6.122560793,6.136,6.6962,6.8047,6.279991791,5.6336,5.4163,6.687509589,6.1857,6.8177,6.8934
6.122560793,6.136,6.6962,6.8047,6.279991791,5.6336,5.4163,6.687509589,6.1857,6.8177,6.8934,5.2562
6.136,6.6962,6.8047,6.279991791,5.6336,5.4163,6.687509589,6.1857,6.8177,6.8934,5.2562,5.6262
6.6962,6.8047,6.279991791,5.6336,5.4163,6.687509589,6.1857,6.8177,6.8934,5.2562,5.6262,5.4841
6.8047,6.279991791,5.6336,5.4163,6.687509589,6.1857,6.8177,6.8934,5.2562,5.6262,5.4841,6.4388
6.279991791,5.6336,5.4163,6.687509589,6.1857,6.8177,6.8934,5.2562,5.6262,5.4841,6.4388,6.0255
5.6336,5.4163,6.687509589,6.1857,6.8177,6.8934,5.2562,5.6262,5.4841,6.4388,6.0255,6.7355
5.4163,6.687509589,6.1857,6.8177,6.8934,5.2562,5.6262,5.4841,6.4388,6.0255,6.7355,6.8086
6.687509589,6.1857,6.8177,6.8934,5.2562,5.6262,5.4841,6.4388,6.0255,6.7355,6.8086,5.2605
6.1857,6.8177,6.8934,5.2562,5.6262,5.4841,6.4388,6.0255,6.7355,6.8086,5.2605,5.5463
6.8177,6.8934,5.2562,5.6262,5.4841,6.4388,6.0255,6.7355,6.8086,5.2605,5.5463,5.4515
6.8934,5.2562,5.6262,5.4841,6.4388,6.0255,6.7355,6.8086,5.2605,5.5463,5.4515,6.35
5.2562,5.6262,5.4841,6.4388,6.0255,6.7355,6.8086,5.2605,5.5463,5.4515,6.35,6.0266
5.6262,5.4841,6.4388,6.0255,6.7355,6.8086,5.2605,5.5463,5.4515,6.35,6.0266,6.6786
5.4841,6.4388,6.0255,6.7355,6.8086,5.2605,5.5463,5.4515,6.35,6.0266,6.6786,6.4985
6.4388,6.0255,6.7355,6.8086,5.2605,5.5463,5.4515,6.35,6.0266,6.6786,6.4985,5.2061
6.0255,6.7355,6.8086,5.2605,5.5463,5.4515,6.35,6.0266,6.6786,6.4985,5.2061,5.4554
6.7355,6.8086,5.2605,5.5463,5.4515,6.35,6.0266,6.6786,6.4985,5.2061,5.4554,5.4298
6.8086,5.2605,5.5463,5.4515,6.35,6.0266,6.6786,6.4985,5.2061,5.4554,5.4298,5.429
5.2605,5.5463,5.4515,6.35,6.0266,6.6786,6.4985,5.2061,5.4554,5.4298,5.429,5.9857
5.5463,5.4515,6.35,6.0266,6.6786,6.4985,5.2061,5.4554,5.4298,5.429,5.9857,6.6274
5.4515,6.35,6.0266,6.6786,6.4985,5.2061,5.4554,5.4298,5.429,5.9857,6.6274,6.3978
6.35,6.0266,6.6786,6.4985,5.2061,5.4554,5.4298,5.429,5.9857,6.6274,6.3978,5.2784
6.0266,6.6786,6.4985,5.2061,5.4554,5.4298,5.429,5.9857,6.6274,6.3978,5.2784,5.5349
6.6786,6.4985,5.2061,5.4554,5.4298,5.429,5.9857,6.6274,6.3978,5.2784,5.5349,5.4119
6.4985,5.2061,5.4554,5.4298,5.429,5.9857,6.6274,6.3978,5.2784,5.5349,5.4119,5.5098
5.2061,5.4554,5.4298,5.429,5.9857,6.6274,6.3978,5.2784,5.5349,5.4119,5.5098,5.9544
5.4554,5.4298,5.429,5.9857,6.6274,6.3978,5.2784,5.5349,5.4119,5.5098,5.9544,6.5092
5.4298,5.429,5.9857,6.6274,6.3978,5.2784,5.5349,5.4119,5.5098,5.9544,6.5092,6.2677
5.429,5.9857,6.6274,6.3978,5.2784,5.5349,5.4119,5.5098,5.9544,6.5092,6.2677,5.2376
5.9857,6.6274,6.3978,5.2784,5.5349,5.4119,5.5098,5.9544,6.5092,6.2677,5.2376,5.4306
6.6274,6.3978,5.2784,5.5349,5.4119,5.5098,5.9544,6.5092,6.2677,5.2376,5.4306,5.3108
6.3978,5.2784,5.5349,5.4119,5.5098,5.9544,6.5092,6.2677,5.2376,5.4306,5.3108,5.3967
5.2784,5.5349,5.4119,5.5098,5.9544,6.5092,6.2677,5.2376,5.4306,5.3108,5.3967,5.8532
5.5349,5.4119,5.5098,5.9544,6.5092,6.2677,5.2376,5.4306,5.3108,5.3967,5.8532,6.3449
5.4119,5.5098,5.9544,6.5092,6.2677,5.2376,5.4306,5.3108,5.3967,5.8532,6.3449,6.0389
5.5098,5.9544,6.5092,6.2677,5.2376,5.4306,5.3108,5.3967,5.8532,6.3449,6.0389,5.0606
5.9544,6.5092,6.2677,5.2376,5.4306,5.3108,5.3967,5.8532,6.3449,6.0389,5.0606,5.282
6.5092,6.2677,5.2376,5.4306,5.3108,5.3967,5.8532,6.3449,6.0389,5.0606,5.282,5.1369
6.2677,5.2376,5.4306,5.3108,5.3967,5.8532,6.3449,6.0389,5.0606,5.282,5.1369,5.2054
5.2376,5.4306,5.3108,5.3967,5.8532,6.3449,6.0389,5.0606,5.282,5.1369,5.2054,5.7008
5.4306,5.3108,5.3967,5.8532,6.3449,6.0389,5.0606,5.282,5.1369,5.2054,5.7008,6.1578
5.3108,5.3967,5.8532,6.3449,6.0389,5.0606,5.282,5.1369,5.2054,5.7008,6.1578,5.8124
5.3967,5.8532,6.3449,6.0389,5.0606,5.282,5.1369,5.2054,5.7008,6.1578,5.8124,4.9545
5.8532,6.3449,6.0389,5.0606,5.282,5.1369,5.2054,5.7008,6.1578,5.8124,4.9545,5.0711
6.3449,6.0389,5.0606,5.282,5.1369,5.2054,5.7008,6.1578,5.8124,4.9545,5.0711,4.9927
6.0389,5.0606,5.282,5.1369,5.2054,5.7008,6.1578,5.8124,4.9545,5.0711,4.9927,5.132
5.0606,5.282,5.1369,5.2054,5.7008,6.1578,5.8124,4.9545,5.0711,4.9927,5.132,5.5247
5.282,5.1369,5.2054,5.7008,6.1578,5.8124,4.9545,5.0711,4.9927,5.132,5.5247,5.9632
5.1369,5.2054,5.7008,6.1578,5.8124,4.9545,5.0711,4.9927,5.132,5.5247,5.9632,5.5766
5.2054,5.7008,6.1578,5.8124,4.9545,5.0711,4.9927,5.132,5.5247,5.9632,5.5766,4.7654
5.7008,6.1578,5.8124,4.9545,5.0711,4.9927,5.132,5.5247,5.9632,5.5766,4.7654,4.8685
6.1578,5.8124,4.9545,5.0711,4.9927,5.132,5.5247,5.9632,5.5766,4.7654,4.8685,4.8489
5.8124,4.9545,5.0711,4.9927,5.132,5.5247,5.9632,5.5766,4.7654,4.8685,4.8489,4.9089
4.9545,5.0711,4.9927,5.132,5.5247,5.9632,5.5766,4.7654,4.8685,4.8489,4.9089,5.3314
5.0711,4.9927,5.132,5.5247,5.9632,5.5766,4.7654,4.8685,4.8489,4.9089,5.3314,5.8239
4.9927,5.132,5.5247,5.9632,5.5766,4.7654,4.8685,4.8489,4.9089,5.3314,5.8239,5.3867
5.132,5.5247,5.9632,5.5766,4.7654,4.8685,4.8489,4.9089,5.3314,5.8239,5.3867,4.7376
5.5247,5.9632,5.5766,4.7654,4.8685,4.8489,4.9089,5.3314,5.8239,5.3867,4.7376,4.7069
5.9632,5.5766,4.7654,4.8685,4.8489,4.9089,5.3314,5.8239,5.3867,4.7376,4.7069,4.8109
5.5766,4.7654,4.8685,4.8489,4.9089,5.3314,5.8239,5.3867,4.7376,4.7069,4.8109,4.7631
4.7654,4.8685,4.8489,4.9089,5.3314,5.8239,5.3867,4.7376,4.7069,4.8109,4.7631,5.1996
4.8685,4.8489,4.9089,5.3314,5.8239,5.3867,4.7376,4.7069,4.8109,4.7631,5.1996,5.6395
4.8489,4.9089,5.3314,5.8239,5.3867,4.7376,4.7069,4.8109,4.7631,5.1996,5.6395,5.112
4.9089,5.3314,5.8239,5.3867,4.7376,4.7069,4.8109,4.7631,5.1996,5.6395,5.112,4.6009
5.3314,5.8239,5.3867,4.7376,4.7069,4.8109,4.7631,5.1996,5.6395,5.112,4.6009,4.4897
5.8239,5.3867,4.7376,4.7069,4.8109,4.7631,5.1996,5.6395,5.112,4.6009,4.4897,4.6503
5.3867,4.7376,4.7069,4.8109,4.7631,5.1996,5.6395,5.112,4.6009,4.4897,4.6503,4.515
4.7376,4.7069,4.8109,4.7631,5.1996,5.6395,5.112,4.6009,4.4897,4.6503,4.515,5.0413
4.7069,4.8109,4.7631,5.1996,5.6395,5.112,4.6009,4.4897,4.6503,4.515,5.0413,5.4365
4.8109,4.7631,5.1996,5.6395,5.112,4.6009,4.4897,4.6503,4.515,5.0413,5.4365,4.9455
4.7631,5.1996,5.6395,5.112,4.6009,4.4897,4.6503,4.515,5.0413,5.4365,4.9455,4.5008
5.1996,5.6395,5.112,4.6009,4.4897,4.6503,4.515,5.0413,5.4365,4.9455,4.5008,4.2727
5.6395,5.112,4.6009,4.4897,4.6503,4.515,5.0413,5.4365,4.9455,4.5008,4.2727,4.4992
5.112,4.6009,4.4897,4.6503,4.515,5.0413,5.4365,4.9455,4.5008,4.2727,4.4992,4.1594
4.6009,4.4897,4.6503,4.515,5.0413,5.4365,4.9455,4.5008,4.2727,4.4992,4.1594,4.9109
4.4897,4.6503,4.515,5.0413,5.4365,4.9455,4.5008,4.2727,4.4992,4.1594,4.9109,5.278
4.6503,4.515,5.0413,5.4365,4.9455,4.5008,4.2727,4.4992,4.1594,4.9109,5.278,4.7087
4.515,5.0413,5.4365,4.9455,4.5008,4.2727,4.4992,4.1594,4.9109,5.278,4.7087,4.4553
5.0413,5.4365,4.9455,4.5008,4.2727,4.4992,4.1594,4.9109,5.278,4.7087,4.4553,4.1156
5.4365,4.9455,4.5008,4.2727,4.4992,4.1594,4.9109,5.278,4.7087,4.4553,4.1156,4.4176
4.9455,4.5008,4.2727,4.4992,4.1594,4.9109,5.278,4.7087,4.4553,4.1156,4.4176,3.9114
4.5008,4.2727,4.4992,4.1594,4.9109,5.278,4.7087,4.4553,4.1156,4.4176,3.9114,4.7533
4.2727,4.4992,4.1594,4.9109,5.278,4.7087,4.4553,4.1156,4.4176,3.9114,4.7533,5.1263
4.4992,4.1594,4.9109,5.278,4.7087,4.4553,4.1156,4.4176,3.9114,4.7533,5.1263,4.4665
4.1594,4.9109,5.278,4.7087,4.4553,4.1156,4.4176,3.9114,4.7533,5.1263,4.4665,4.3308
4.9109,5.278,4.7087,4.4553,4.1156,4.4176,3.9114,4.7533,5.1263,4.4665,4.3308,3.9626
5.278,4.7087,4.4553,4.1156,4.4176,3.9114,4.7533,5.1263,4.4665,4.3308,3.9626,4.3119
4.7087,4.4553,4.1156,4.4176,3.9114,4.7533,5.1263,4.4665,4.3308,3.9626,4.3119,3.7436
4.4553,4.1156,4.4176,3.9114,4.7533,5.1263,4.4665,4.3308,3.9626,4.3119,3.7436,4.6187
4.1156,4.4176,3.9114,4.7533,5.1263,4.4665,4.3308,3.9626,4.3119,3.7436,4.6187,4.9516
4.4176,3.9114,4.7533,5.1263,4.4665,4.3308,3.9626,4.3119,3.7436,4.6187,4.9516,4.2316
3.9114,4.7533,5.1263,4.4665,4.3308,3.9626,4.3119,3.7436,4.6187,4.9516,4.2316,4.1168
4.7533,5.1263,4.4665,4.3308,3.9626,4.3119,3.7436,4.6187,4.9516,4.2316,4.1168,3.7989
5.1263,4.4665,4.3308,3.9626,4.3119,3.7436,4.6187,4.9516,4.2316,4.1168,3.7989,4.1845
4.4665,4.3308,3.9626,4.3119,3.7436,4.6187,4.9516,4.2316,4.1168,3.7989,4.1845,3.4392
4.3308,3.9626,4.3119,3.7436,4.6187,4.9516,4.2316,4.1168,3.7989,4.1845,3.4392,4.4577
3.9626,4.3119,3.7436,4.6187,4.9516,4.2316,4.1168,3.7989,4.1845,3.4392,4.4577,4.8074
4.3119,3.7436,4.6187,4.9516,4.2316,4.1168,3.7989,4.1845,3.4392,4.4577,4.8074,4.023
3.7436,4.6187,4.9516,4.2316,4.1168,3.7989,4.1845,3.4392,4.4577,4.8074,4.023,3.9665
4.6187,4.9516,4.2316,4.1168,3.7989,4.1845,3.4392,4.4577,4.8074,4.023,3.9665,3.6461
4.9516,4.2316,4.1168,3.7989,4.1845,3.4392,4.4577,4.8074,4.023,3.9665,3.6461,4.0793
4.2316,4.1168,3.7989,4.1845,3.4392,4.4577,4.8074,4.023,3.9665,3.6461,4.0793,3.217
4.1168,3.7989,4.1845,3.4392,4.4577,4.8074,4.023,3.9665,3.6461,4.0793,3.217,4.3594
3.7989,4.1845,3.4392,4.4577,4.8074,4.023,3.9665,3.6461,4.0793,3.217,4.3594,4.6546
4.1845,3.4392,4.4577,4.8074,4.023,3.9665,3.6461,4.0793,3.217,4.3594,4.6546,3.8117
3.4392,4.4577,4.8074,4.023,3.9665,3.6461,4.0793,3.217,4.3594,4.6546,3.8117,3.9028
4.4577,4.8074,4.023,3.9665,3.6461,4.0793,3.217,4.3594,4.6546,3.8117,3.9028,3.4203
4.8074,4.023,3.9665,3.6461,4.0793,3.217,4.3594,4.6546,3.8117,3.9028,3.4203,3.9461
4.023,3.9665,3.6461,4.0793,3.217,4.3594,4.6546,3.8117,3.9028,3.4203,3.9461,2.9538
3.9665,3.6461,4.0793,3.217,4.3594,4.6546,3.8117,3.9028,3.4203,3.9461,2.9538,4.1932
3.6461,4.0793,3.217,4.3594,4.6546,3.8117,3.9028,3.4203,3.9461,2.9538,4.1932,4.6138
4.0793,3.217,4.3594,4.6546,3.8117,3.9028,3.4203,3.9461,2.9538,4.1932,4.6138,3.7654
3.217,4.3594,4.6546,3.8117,3.9028,3.4203,3.9461,2.9538,4.1932,4.6138,3.7654,3.8483
4.3594,4.6546,3.8117,3.9028,3.4203,3.9461,2.9538,4.1932,4.6138,3.7654,3.8483,3.3849
4.6546,3.8117,3.9028,3.4203,3.9461,2.9538,4.1932,4.6138,3.7654,3.8483,3.3849,3.9269
3.8117,3.9028,3.4203,3.9461,2.9538,4.1932,4.6138,3.7654,3.8483,3.3849,3.9269,3.0114
3.9028,3.4203,3.9461,2.9538,4.1932,4.6138,3.7654,3.8483,3.3849,3.9269,3.0114,4.1636
3.4203,3.9461,2.9538,4.1932,4.6138,3.7654,3.8483,3.3849,3.9269,3.0114,4.1636,4.5769
3.9461,2.9538,4.1932,4.6138,3.7654,3.8483,3.3849,3.9269,3.0114,4.1636,4.5769,3.7477
2.9538,4.1932,4.6138,3.7654,3.8483,3.3849,3.9269,3.0114,4.1636,4.5769,3.7477,3.8301
4.1932,4.6138,3.7654,3.8483,3.3849,3.9269,3.0114,4.1636,4.5769,3.7477,3.8301,3.3163
4.6138,3.7654,3.8483,3.3849,3.9269,3.0114,4.1636,4.5769,3.7477,3.8301,3.3163,3.9212
3.7654,3.8483,3.3849,3.9269,3.0114,4.1636,4.5769,3.7477,3.8301,3.3163,3.9212,3.0607
3.8483,3.3849,3.9269,3.0114,4.1636,4.5769,3.7477,3.8301,3.3163,3.9212,3.0607,4.1339
3.3849,3.9269,3.0114,4.1636,4.5769,3.7477,3.8301,3.3163,3.9212,3.0607,4.1339,4.5085
3.9269,3.0114,4.1636,4.5769,3.7477,3.8301,3.3163,3.9212,3.0607,4.1339,4.5085,3.668
3.0114,4.1636,4.5769,3.7477,3.8301,3.3163,3.9212,3.0607,4.1339,4.5085,3.668,3.7846
4.1636,4.5769,3.7477,3.8301,3.3163,3.9212,3.0607,4.1339,4.5085,3.668,3.7846,3.3141
4.5769,3.7477,3.8301,3.3163,3.9212,3.0607,4.1339,4.5085,3.668,3.7846,3.3141,3.8677
3.7477,3.8301,3.3163,3.9212,3.0607,4.1339,4.5085,3.668,3.7846,3.3141,3.8677,3.0772
3.8301,3.3163,3.9212,3.0607,4.1339,4.5085,3.668,3.7846,3.3141,3.8677,3.0772,4.0965
3.3163,3.9212,3.0607,4.1339,4.5085,3.668,3.7846,3.3141,3.8677,3.0772,4.0965,4.4343
3.9212,3.0607,4.1339,4.5085,3.668,3.7846,3.3141,3.8677,3.0772,4.0965,4.4343,3.6267
3.0607,4.1339,4.5085,3.668,3.7846,3.3141,3.8677,3.0772,4.0965,4.4343,3.6267,3.7345
4.1339,4.5085,3.668,3.7846,3.3141,3.8677,3.0772,4.0965,4.4343,3.6267,3.7345,3.2609
4.5085,3.668,3.7846,3.3141,3.8677,3.0772,4.0965,4.4343,3.6267,3.7345,3.2609,3.839
3.668,3.7846,3.3141,3.8677,3.0772,4.0965,4.4343,3.6267,3.7345,3.2609,3.839,3.0854
3.7846,3.3141,3.8677,3.0772,4.0965,4.4343,3.6267,3.7345,3.2609,3.839,3.0854,4.0619
3.3141,3.8677,3.0772,4.0965,4.4343,3.6267,3.7345,3.2609,3.839,3.0854,4.0619,4.4493
3.8677,3.0772,4.0965,4.4343,3.6267,3.7345,3.2609,3.839,3.0854,4.0619,4.4493,3.6844
3.0772,4.0965,4.4343,3.6267,3.7345,3.2609,3.839,3.0854,4.0619,4.4493,3.6844,3.6799
4.0965,4.4343,3.6267,3.7345,3.2609,3.839,3.0854,4.0619,4.4493,3.6844,3.6799,3.3052
4.4343,3.6267,3.7345,3.2609,3.839,3.0854,4.0619,4.4493,3.6844,3.6799,3.3052,3.8626
3.6267,3.7345,3.2609,3.839,3.0854,4.0619,4.4493,3.6844,3.6799,3.3052,3.8626,3.0936
3.7345,3.2609,3.839,3.0854,4.0619,4.4493,3.6844,3.6799,3.3052,3.8626,3.0936,4.0891
3.2609,3.839,3.0854,4.0619,4.4493,3.6844,3.6799,3.3052,3.8626,3.0936,4.0891,4.4958
3.839,3.0854,4.0619,4.4493,3.6844,3.6799,3.3052,3.8626,3.0936,4.0891,4.4958,3.7463
3.0854,4.0619,4.4493,3.6844,3.6799,3.3052,3.8626,3.0936,4.0891,4.4958,3.7463,3.6527
4.0619,4.4493,3.6844,3.6799,3.3052,3.8626,3.0936,4.0891,4.4958,3.7463,3.6527,3.3783
4.4493,3.6844,3.6799,3.3052,3.8626,3.0936,4.0891,4.4958,3.7463,3.6527,3.3783,3.9563
3.6844,3.6799,3.3052,3.8626,3.0936,4.0891,4.4958,3.7463,3.6527,3.3783,3.9563,3.2006
3.6799,3.3052,3.8626,3.0936,4.0891,4.4958,3.7463,3.6527,3.3783,3.9563,3.2006,4.1751
3.3052,3.8626,3.0936,4.0891,4.4958,3.7463,3.6527,3.3783,3.9563,3.2006,4.1751,4.5168
3.8626,3.0936,4.0891,4.4958,3.7463,3.6527,3.3783,3.9563,3.2006,4.1751,4.5168,3.6986
3.0936,4.0891,4.4958,3.7463,3.6527,3.3783,3.9563,3.2006,4.1751,4.5168,3.6986,3.6481
4.0891,4.4958,3.7463,3.6527,3.3783,3.9563,3.2006,4.1751,4.5168,3.6986,3.6481,3.4292
4.4958,3.7463,3.6527,3.3783,3.9563,3.2006,4.1751,4.5168,3.6986,3.6481,3.4292,3.9703
3.7463,3.6527,3.3783,3.9563,3.2006,4.1751,4.5168,3.6986,3.6481,3.4292,3.9703,3.2829
3.6527,3.3783,3.9563,3.2006,4.1751,4.5168,3.6986,3.6481,3.4292,3.9703,3.2829,4.2092
3.3783,3.9563,3.2006,4.1751,4.5168,3.6986,3.6481,3.4292,3.9703,3.2829,4.2092,4.5782
3.9563,3.2006,4.1751,4.5168,3.6986,3.6481,3.4292,3.9703,3.2829,4.2092,4.5782,3.7413
3.2006,4.1751,4.5168,3.6986,3.6481,3.4292,3.9703,3.2829,4.2092,4.5782,3.7413,3.6709
4.1751,4.5168,3.6986,3.6481,3.4292,3.9703,3.2829,4.2092,4.5782,3.7413,3.6709,3.4868
4.5168,3.6986,3.6481,3.4292,3.9703,3.2829,4.2092,4.5782,3.7413,3.6709,3.4868,4.0226
3.6986,3.6481,3.4292,3.9703,3.2829,4.2092,4.5782,3.7413,3.6709,3.4868,4.0226,3.3076
3.6481,3.4292,3.9703,3.2829,4.2092,4.5782,3.7413,3.6709,3.4868,4.0226,3.3076,4.2903
3.4292,3.9703,3.2829,4.2092,4.5782,3.7413,3.6709,3.4868,4.0226,3.3076,4.2903,4.6022
3.9703,3.2829,4.2092,4.5782,3.7413,3.6709,3.4868,4.0226,3.3076,4.2903,4.6022,3.7214
3.2829,4.2092,4.5782,3.7413,3.6709,3.4868,4.0226,3.3076,4.2903,4.6022,3.7214,3.6527
4.2092,4.5782,3.7413,3.6709,3.4868,4.0226,3.3076,4.2903,4.6022,3.7214,3.6527,3.4934
4.5782,3.7413,3.6709,3.4868,4.0226,3.3076,4.2903,4.6022,3.7214,3.6527,3.4934,4.0391
3.7413,3.6709,3.4868,4.0226,3.3076,4.2903,4.6022,3.7214,3.6527,3.4934,4.0391,3.3651
3.6709,3.4868,4.0226,3.3076,4.2903,4.6022,3.7214,3.6527,3.4934,4.0391,3.3651,4.3528
3.4868,4.0226,3.3076,4.2903,4.6022,3.7214,3.6527,3.4934,4.0391,3.3651,4.3528,4.626
4.0226,3.3076,4.2903,4.6022,3.7214,3.6527,3.4934,4.0391,3.3651,4.3528,4.626,3.7484
3.3076,4.2903,4.6022,3.7214,3.6527,3.4934,4.0391,3.3651,4.3528,4.626,3.7484,3.6618
4.2903,4.6022,3.7214,3.6527,3.4934,4.0391,3.3651,4.3528,4.626,3.7484,3.6618,3.5133
4.6022,3.7214,3.6527,3.4934,4.0391,3.3651,4.3528,4.626,3.7484,3.6618,3.5133,4.0187
3.7214,3.6527,3.4934,4.0391,3.3651,4.3528,4.626,3.7484,3.6618,3.5133,4.0187,3.4721
3.6527,3.4934,4.0391,3.3651,4.3528,4.626,3.7484,3.6618,3.5133,4.0187,3.4721,4.3734
3.4934,4.0391,3.3651,4.3528,4.626,3.7484,3.6618,3.5133,4.0187,3.4721,4.3734,4.6737
4.0391,3.3651,4.3528,4.626,3.7484,3.6618,3.5133,4.0187,3.4721,4.3734,4.6737,3.806
3.3651,4.3528,4.626,3.7484,3.6618,3.5133,4.0187,3.4721,4.3734,4.6737,3.806,3.7118
4.3528,4.626,3.7484,3.6618,3.5133,4.0187,3.4721,4.3734,4.6737,3.806,3.7118,3.5222
4.626,3.7484,3.6618,3.5133,4.0187,3.4721,4.3734,4.6737,3.806,3.7118,3.5222,4.0136
3.7484,3.6618,3.5133,4.0187,3.4721,4.3734,4.6737,3.806,3.7118,3.5222,4.0136,3.4227
3.6618,3.5133,4.0187,3.4721,4.3734,4.6737,3.806,3.7118,3.5222,4.0136,3.4227,4.4421
3.5133,4.0187,3.4721,4.3734,4.6737,3.806,3.7118,3.5222,4.0136,3.4227,4.4421,4.719
4.0187,3.4721,4.3734,4.6737,3.806,3.7118,3.5222,4.0136,3.4227,4.4421,4.719,3.8252
3.4721,4.3734,4.6737,3.806,3.7118,3.5222,4.0136,3.4227,4.4421,4.719,3.8252,3.6436
4.3734,4.6737,3.806,3.7118,3.5222,4.0136,3.4227,4.4421,4.719,3.8252,3.6436,3.5709
4.6737,3.806,3.7118,3.5222,4.0136,3.4227,4.4421,4.719,3.8252,3.6436,3.5709,4.0742
3.806,3.7118,3.5222,4.0136,3.4227,4.4421,4.719,3.8252,3.6436,3.5709,4.0742,3.4721
3.7118,3.5222,4.0136,3.4227,4.4421,4.719,3.8252,3.6436,3.5709,4.0742,3.4721,4.5018
3.5222,4.0136,3.4227,4.4421,4.719,3.8252,3.6436,3.5709,4.0742,3.4721,4.5018,4.7519
4.0136,3.4227,4.4421,4.719,3.8252,3.6436,3.5709,4.0742,3.4721,4.5018,4.7519,3.848
3.4227,4.4421,4.719,3.8252,3.6436,3.5709,4.0742,3.4721,4.5018,4.7519,3.848,3.6936
4.4421,4.719,3.8252,3.6436,3.5709,4.0742,3.4721,4.5018,4.7519,3.848,3.6936,3.6041
4.719,3.8252,3.6436,3.5709,4.0742,3.4721,4.5018,4.7519,3.848,3.6936,3.6041,4.1188
3.8252,3.6436,3.5709,4.0742,3.4721,4.5018,4.7519,3.848,3.6936,3.6041,4.1188,3.3734
3.6436,3.5709,4.0742,3.4721,4.5018,4.7519,3.848,3.6936,3.6041,4.1188,3.3734,4.5914
3.5709,4.0742,3.4721,4.5018,4.7519,3.848,3.6936,3.6041,4.1188,3.3734,4.5914,4.7976
4.0742,3.4721,4.5018,4.7519,3.848,3.6936,3.6041,4.1188,3.3734,4.5914,4.7976,3.9099
3.4721,4.5018,4.7519,3.848,3.6936,3.6041,4.1188,3.3734,4.5914,4.7976,3.9099,3.7072
4.5018,4.7519,3.848,3.6936,3.6041,4.1188,3.3734,4.5914,4.7976,3.9099,3.7072,3.6616
